,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
43953,5f27a50af757e8160ed86782,010100v010101,0.65,0.3125,0.6875,0.6875,0.6875,low,Persuasiveness,Trustworthiness,0
44148,5f27a50af757e8160ed86782,010100v010101,0.65,0.3125,0.6875,0.6875,0.6875,low,Persuasiveness,Transparency,0
44343,5f27a50af757e8160ed86782,010100v010101,0.65,0.3125,0.6875,0.6875,0.6875,low,Persuasiveness,Usefulness,0
78273,5f27a50af757e8160ed86782,100011v110011,0.65,0.3125,0.6875,0.6875,0.6875,high,Length,Trustworthiness,1
78468,5f27a50af757e8160ed86782,100011v110011,0.65,0.3125,0.6875,0.6875,0.6875,high,Length,Transparency,1
78663,5f27a50af757e8160ed86782,100011v110011,0.65,0.3125,0.6875,0.6875,0.6875,high,Length,Usefulness,1
68913,5f27a50af757e8160ed86782,100110v101110,0.65,0.3125,0.6875,0.6875,0.6875,high,Structure,Trustworthiness,1
69108,5f27a50af757e8160ed86782,100110v101110,0.65,0.3125,0.6875,0.6875,0.6875,high,Structure,Transparency,1
69303,5f27a50af757e8160ed86782,100110v101110,0.65,0.3125,0.6875,0.6875,0.6875,high,Structure,Usefulness,1
65013,5f27a50af757e8160ed86782,100011v100111,0.65,0.3125,0.6875,0.6875,0.6875,high,Formality,Trustworthiness,1
65208,5f27a50af757e8160ed86782,100011v100111,0.65,0.3125,0.6875,0.6875,0.6875,high,Formality,Transparency,1
65403,5f27a50af757e8160ed86782,100011v100111,0.65,0.3125,0.6875,0.6875,0.6875,high,Formality,Usefulness,1
89973,5f27a50af757e8160ed86782,101110v111110,0.65,0.3125,0.6875,0.6875,0.6875,high,Length,Trustworthiness,1
90168,5f27a50af757e8160ed86782,101110v111110,0.65,0.3125,0.6875,0.6875,0.6875,high,Length,Transparency,1
90363,5f27a50af757e8160ed86782,101110v111110,0.65,0.3125,0.6875,0.6875,0.6875,high,Length,Usefulness,1
115713,5f27a50af757e8160ed86782,110000v111000,0.65,0.3125,0.6875,0.6875,0.6875,high,Structure,Trustworthiness,1
115908,5f27a50af757e8160ed86782,110000v111000,0.65,0.3125,0.6875,0.6875,0.6875,high,Structure,Transparency,1
116103,5f27a50af757e8160ed86782,110000v111000,0.65,0.3125,0.6875,0.6875,0.6875,high,Structure,Usefulness,1
21342,5f5985c9d9859b1e25df4f85,000000v001000,0.7,0.5625,0.5625,0.6875,0.6875,low,Structure,Trustworthiness,0
21537,5f5985c9d9859b1e25df4f85,000000v001000,0.7,0.5625,0.5625,0.6875,0.6875,low,Structure,Transparency,1
21732,5f5985c9d9859b1e25df4f85,000000v001000,0.7,0.5625,0.5625,0.6875,0.6875,low,Structure,Usefulness,1
14322,5f5985c9d9859b1e25df4f85,000001v000011,0.7,0.5625,0.5625,0.6875,0.6875,low,Detail,Trustworthiness,1
14517,5f5985c9d9859b1e25df4f85,000001v000011,0.7,0.5625,0.5625,0.6875,0.6875,low,Detail,Transparency,1
14712,5f5985c9d9859b1e25df4f85,000001v000011,0.7,0.5625,0.5625,0.6875,0.6875,low,Detail,Usefulness,1
1062,5f5985c9d9859b1e25df4f85,000110v000111,0.7,0.5625,0.5625,0.6875,0.6875,low,Persuasiveness,Trustworthiness,0
1257,5f5985c9d9859b1e25df4f85,000110v000111,0.7,0.5625,0.5625,0.6875,0.6875,low,Persuasiveness,Transparency,0
1452,5f5985c9d9859b1e25df4f85,000110v000111,0.7,0.5625,0.5625,0.6875,0.6875,low,Persuasiveness,Usefulness,0
4182,5f5985c9d9859b1e25df4f85,000111v010111,0.7,0.5625,0.5625,0.6875,0.6875,low,Length,Trustworthiness,1
4377,5f5985c9d9859b1e25df4f85,000111v010111,0.7,0.5625,0.5625,0.6875,0.6875,low,Length,Transparency,1
4572,5f5985c9d9859b1e25df4f85,000111v010111,0.7,0.5625,0.5625,0.6875,0.6875,low,Length,Usefulness,1
53322,5f5985c9d9859b1e25df4f85,010000v011000,0.7,0.5625,0.5625,0.6875,0.6875,low,Structure,Trustworthiness,1
53517,5f5985c9d9859b1e25df4f85,010000v011000,0.7,0.5625,0.5625,0.6875,0.6875,low,Structure,Transparency,0
53712,5f5985c9d9859b1e25df4f85,010000v011000,0.7,0.5625,0.5625,0.6875,0.6875,low,Structure,Usefulness,0
81402,5f5985c9d9859b1e25df4f85,100000v100001,0.7,0.5625,0.5625,0.6875,0.6875,high,Persuasiveness,Trustworthiness,0
81597,5f5985c9d9859b1e25df4f85,100000v100001,0.7,0.5625,0.5625,0.6875,0.6875,high,Persuasiveness,Transparency,0
81792,5f5985c9d9859b1e25df4f85,100000v100001,0.7,0.5625,0.5625,0.6875,0.6875,high,Persuasiveness,Usefulness,0
75942,5f5985c9d9859b1e25df4f85,100010v100011,0.7,0.5625,0.5625,0.6875,0.6875,high,Persuasiveness,Trustworthiness,0
76137,5f5985c9d9859b1e25df4f85,100010v100011,0.7,0.5625,0.5625,0.6875,0.6875,high,Persuasiveness,Transparency,0
76332,5f5985c9d9859b1e25df4f85,100010v100011,0.7,0.5625,0.5625,0.6875,0.6875,high,Persuasiveness,Usefulness,0
91542,5f5985c9d9859b1e25df4f85,101001v101101,0.7,0.5625,0.5625,0.6875,0.6875,high,Formality,Trustworthiness,1
91737,5f5985c9d9859b1e25df4f85,101001v101101,0.7,0.5625,0.5625,0.6875,0.6875,high,Formality,Transparency,1
91932,5f5985c9d9859b1e25df4f85,101001v101101,0.7,0.5625,0.5625,0.6875,0.6875,high,Formality,Usefulness,1
89202,5f5985c9d9859b1e25df4f85,101010v101110,0.7,0.5625,0.5625,0.6875,0.6875,high,Formality,Trustworthiness,1
89397,5f5985c9d9859b1e25df4f85,101010v101110,0.7,0.5625,0.5625,0.6875,0.6875,high,Formality,Transparency,1
89592,5f5985c9d9859b1e25df4f85,101010v101110,0.7,0.5625,0.5625,0.6875,0.6875,high,Formality,Usefulness,1
113382,5f5985c9d9859b1e25df4f85,110010v111010,0.7,0.5625,0.5625,0.6875,0.6875,high,Structure,Trustworthiness,1
113577,5f5985c9d9859b1e25df4f85,110010v111010,0.7,0.5625,0.5625,0.6875,0.6875,high,Structure,Transparency,1
113772,5f5985c9d9859b1e25df4f85,110010v111010,0.7,0.5625,0.5625,0.6875,0.6875,high,Structure,Usefulness,1
20572,5f63a2bc08a0080c790f8eb6,000001v010001,0.5,0.5,0.5625,0.625,0.4375,low,Length,Trustworthiness,1
20767,5f63a2bc08a0080c790f8eb6,000001v010001,0.5,0.5,0.5625,0.625,0.4375,low,Length,Transparency,1
20962,5f63a2bc08a0080c790f8eb6,000001v010001,0.5,0.5,0.5625,0.625,0.4375,low,Length,Usefulness,1
16672,5f63a2bc08a0080c790f8eb6,000000v000010,0.5,0.5,0.5625,0.625,0.4375,low,Detail,Trustworthiness,0
16867,5f63a2bc08a0080c790f8eb6,000000v000010,0.5,0.5,0.5625,0.625,0.4375,low,Detail,Transparency,1
17062,5f63a2bc08a0080c790f8eb6,000000v000010,0.5,0.5,0.5625,0.625,0.4375,low,Detail,Usefulness,1
47872,5f63a2bc08a0080c790f8eb6,010010v010011,0.5,0.5,0.5625,0.625,0.4375,low,Persuasiveness,Trustworthiness,1
48067,5f63a2bc08a0080c790f8eb6,010010v010011,0.5,0.5,0.5625,0.625,0.4375,low,Persuasiveness,Transparency,0
48262,5f63a2bc08a0080c790f8eb6,010010v010011,0.5,0.5,0.5625,0.625,0.4375,low,Persuasiveness,Usefulness,1
41632,5f63a2bc08a0080c790f8eb6,010100v010110,0.5,0.5,0.5625,0.625,0.4375,low,Detail,Trustworthiness,1
41827,5f63a2bc08a0080c790f8eb6,010100v010110,0.5,0.5,0.5625,0.625,0.4375,low,Detail,Transparency,1
42022,5f63a2bc08a0080c790f8eb6,010100v010110,0.5,0.5,0.5625,0.625,0.4375,low,Detail,Usefulness,1
55672,5f63a2bc08a0080c790f8eb6,011011v011111,0.5,0.5,0.5625,0.625,0.4375,low,Formality,Trustworthiness,1
55867,5f63a2bc08a0080c790f8eb6,011011v011111,0.5,0.5,0.5625,0.625,0.4375,low,Formality,Transparency,1
56062,5f63a2bc08a0080c790f8eb6,011011v011111,0.5,0.5,0.5625,0.625,0.4375,low,Formality,Usefulness,1
67372,5f63a2bc08a0080c790f8eb6,100100v100110,0.5,0.5,0.5625,0.625,0.4375,high,Detail,Trustworthiness,1
67567,5f63a2bc08a0080c790f8eb6,100100v100110,0.5,0.5,0.5625,0.625,0.4375,high,Detail,Transparency,1
67762,5f63a2bc08a0080c790f8eb6,100100v100110,0.5,0.5,0.5625,0.625,0.4375,high,Detail,Usefulness,1
89212,5f63a2bc08a0080c790f8eb6,101010v101110,0.5,0.5,0.5625,0.625,0.4375,high,Formality,Trustworthiness,1
89407,5f63a2bc08a0080c790f8eb6,101010v101110,0.5,0.5,0.5625,0.625,0.4375,high,Formality,Transparency,0
89602,5f63a2bc08a0080c790f8eb6,101010v101110,0.5,0.5,0.5625,0.625,0.4375,high,Formality,Usefulness,0
85312,5f63a2bc08a0080c790f8eb6,101110v101111,0.5,0.5,0.5625,0.625,0.4375,high,Persuasiveness,Trustworthiness,0
85507,5f63a2bc08a0080c790f8eb6,101110v101111,0.5,0.5,0.5625,0.625,0.4375,high,Persuasiveness,Transparency,0
85702,5f63a2bc08a0080c790f8eb6,101110v101111,0.5,0.5,0.5625,0.625,0.4375,high,Persuasiveness,Usefulness,0
87652,5f63a2bc08a0080c790f8eb6,101111v111111,0.5,0.5,0.5625,0.625,0.4375,high,Length,Trustworthiness,1
87847,5f63a2bc08a0080c790f8eb6,101111v111111,0.5,0.5,0.5625,0.625,0.4375,high,Length,Transparency,1
88042,5f63a2bc08a0080c790f8eb6,101111v111111,0.5,0.5,0.5625,0.625,0.4375,high,Length,Usefulness,1
107932,5f63a2bc08a0080c790f8eb6,110101v111101,0.5,0.5,0.5625,0.625,0.4375,high,Structure,Trustworthiness,1
108127,5f63a2bc08a0080c790f8eb6,110101v111101,0.5,0.5,0.5625,0.625,0.4375,high,Structure,Transparency,1
108322,5f63a2bc08a0080c790f8eb6,110101v111101,0.5,0.5,0.5625,0.625,0.4375,high,Structure,Usefulness,1
19100,5fabca68273dd403ab40e361,000000v000001,0.65,0.4375,0.6875,0.875,0.875,low,Persuasiveness,Trustworthiness,1
19295,5fabca68273dd403ab40e361,000000v000001,0.65,0.4375,0.6875,0.875,0.875,low,Persuasiveness,Transparency,1
19490,5fabca68273dd403ab40e361,000000v000001,0.65,0.4375,0.6875,0.875,0.875,low,Persuasiveness,Usefulness,1
5060,5fabca68273dd403ab40e361,000100v000110,0.65,0.4375,0.6875,0.875,0.875,low,Detail,Trustworthiness,0
5255,5fabca68273dd403ab40e361,000100v000110,0.65,0.4375,0.6875,0.875,0.875,low,Detail,Transparency,1
5450,5fabca68273dd403ab40e361,000100v000110,0.65,0.4375,0.6875,0.875,0.875,low,Detail,Usefulness,1
28460,5fabca68273dd403ab40e361,001100v001101,0.65,0.4375,0.6875,0.875,0.875,low,Persuasiveness,Trustworthiness,1
28655,5fabca68273dd403ab40e361,001100v001101,0.65,0.4375,0.6875,0.875,0.875,low,Persuasiveness,Transparency,1
28850,5fabca68273dd403ab40e361,001100v001101,0.65,0.4375,0.6875,0.875,0.875,low,Persuasiveness,Usefulness,1
48740,5fabca68273dd403ab40e361,010001v010011,0.65,0.4375,0.6875,0.875,0.875,low,Detail,Trustworthiness,1
48935,5fabca68273dd403ab40e361,010001v010011,0.65,0.4375,0.6875,0.875,0.875,low,Detail,Transparency,1
49130,5fabca68273dd403ab40e361,010001v010011,0.65,0.4375,0.6875,0.875,0.875,low,Detail,Usefulness,1
58100,5fabca68273dd403ab40e361,011100v011101,0.65,0.4375,0.6875,0.875,0.875,low,Persuasiveness,Trustworthiness,1
58295,5fabca68273dd403ab40e361,011100v011101,0.65,0.4375,0.6875,0.875,0.875,low,Persuasiveness,Transparency,1
58490,5fabca68273dd403ab40e361,011100v011101,0.65,0.4375,0.6875,0.875,0.875,low,Persuasiveness,Usefulness,1
80720,5fabca68273dd403ab40e361,100010v110010,0.65,0.4375,0.6875,0.875,0.875,high,Length,Trustworthiness,0
80915,5fabca68273dd403ab40e361,100010v110010,0.65,0.4375,0.6875,0.875,0.875,high,Length,Transparency,1
81110,5fabca68273dd403ab40e361,100010v110010,0.65,0.4375,0.6875,0.875,0.875,high,Length,Usefulness,1
65120,5fabca68273dd403ab40e361,100011v100111,0.65,0.4375,0.6875,0.875,0.875,high,Formality,Trustworthiness,0
65315,5fabca68273dd403ab40e361,100011v100111,0.65,0.4375,0.6875,0.875,0.875,high,Formality,Transparency,1
65510,5fabca68273dd403ab40e361,100011v100111,0.65,0.4375,0.6875,0.875,0.875,high,Formality,Usefulness,1
101780,5fabca68273dd403ab40e361,110101v110111,0.65,0.4375,0.6875,0.875,0.875,high,Detail,Trustworthiness,0
101975,5fabca68273dd403ab40e361,110101v110111,0.65,0.4375,0.6875,0.875,0.875,high,Detail,Transparency,1
102170,5fabca68273dd403ab40e361,110101v110111,0.65,0.4375,0.6875,0.875,0.875,high,Detail,Usefulness,1
101000,5fabca68273dd403ab40e361,110110v110111,0.65,0.4375,0.6875,0.875,0.875,high,Persuasiveness,Trustworthiness,0
101195,5fabca68273dd403ab40e361,110110v110111,0.65,0.4375,0.6875,0.875,0.875,high,Persuasiveness,Transparency,0
101390,5fabca68273dd403ab40e361,110110v110111,0.65,0.4375,0.6875,0.875,0.875,high,Persuasiveness,Usefulness,0
103340,5fabca68273dd403ab40e361,110111v111111,0.65,0.4375,0.6875,0.875,0.875,high,Structure,Trustworthiness,1
103535,5fabca68273dd403ab40e361,110111v111111,0.65,0.4375,0.6875,0.875,0.875,high,Structure,Transparency,1
103730,5fabca68273dd403ab40e361,110111v111111,0.65,0.4375,0.6875,0.875,0.875,high,Structure,Usefulness,1
29889,5fb665db2bfd3e385beb133d,001101v011101,0.8,0.5,0.5625,0.9375,0.875,low,Length,Trustworthiness,1
30084,5fb665db2bfd3e385beb133d,001101v011101,0.8,0.5,0.5625,0.9375,0.875,low,Length,Transparency,0
30279,5fb665db2bfd3e385beb133d,001101v011101,0.8,0.5,0.5625,0.9375,0.875,low,Length,Usefulness,0
52509,5fb665db2bfd3e385beb133d,010001v011001,0.8,0.5,0.5625,0.9375,0.875,low,Structure,Trustworthiness,1
52704,5fb665db2bfd3e385beb133d,010001v011001,0.8,0.5,0.5625,0.9375,0.875,low,Structure,Transparency,1
52899,5fb665db2bfd3e385beb133d,010001v011001,0.8,0.5,0.5625,0.9375,0.875,low,Structure,Usefulness,1
43149,5fb665db2bfd3e385beb133d,010110v011110,0.8,0.5,0.5625,0.9375,0.875,low,Structure,Trustworthiness,1
43344,5fb665db2bfd3e385beb133d,010110v011110,0.8,0.5,0.5625,0.9375,0.875,low,Structure,Transparency,1
43539,5fb665db2bfd3e385beb133d,010110v011110,0.8,0.5,0.5625,0.9375,0.875,low,Structure,Usefulness,1
77469,5fb665db2bfd3e385beb133d,100011v101011,0.8,0.5,0.5625,0.9375,0.875,high,Structure,Trustworthiness,1
77664,5fb665db2bfd3e385beb133d,100011v101011,0.8,0.5,0.5625,0.9375,0.875,high,Structure,Transparency,0
77859,5fb665db2bfd3e385beb133d,100011v101011,0.8,0.5,0.5625,0.9375,0.875,high,Structure,Usefulness,1
97749,5fb665db2bfd3e385beb133d,101010v111010,0.8,0.5,0.5625,0.9375,0.875,high,Length,Trustworthiness,1
97944,5fb665db2bfd3e385beb133d,101010v111010,0.8,0.5,0.5625,0.9375,0.875,high,Length,Transparency,1
98139,5fb665db2bfd3e385beb133d,101010v111010,0.8,0.5,0.5625,0.9375,0.875,high,Length,Usefulness,1
13601,5fc7aa4fd06520000955403f,000010v000011,0.25,0.5625,0.5625,0.5625,0.6875,low,Persuasiveness,Trustworthiness,0
13796,5fc7aa4fd06520000955403f,000010v000011,0.25,0.5625,0.5625,0.5625,0.6875,low,Persuasiveness,Transparency,0
13991,5fc7aa4fd06520000955403f,000010v000011,0.25,0.5625,0.5625,0.5625,0.6875,low,Persuasiveness,Usefulness,0
27641,5fc7aa4fd06520000955403f,001110v011110,0.25,0.5625,0.5625,0.5625,0.6875,low,Length,Trustworthiness,1
27836,5fc7aa4fd06520000955403f,001110v011110,0.25,0.5625,0.5625,0.5625,0.6875,low,Length,Transparency,1
28031,5fc7aa4fd06520000955403f,001110v011110,0.25,0.5625,0.5625,0.5625,0.6875,low,Length,Usefulness,0
46361,5fc7aa4fd06520000955403f,010000v010100,0.25,0.5625,0.5625,0.5625,0.6875,low,Formality,Trustworthiness,1
46556,5fc7aa4fd06520000955403f,010000v010100,0.25,0.5625,0.5625,0.5625,0.6875,low,Formality,Transparency,0
46751,5fc7aa4fd06520000955403f,010000v010100,0.25,0.5625,0.5625,0.5625,0.6875,low,Formality,Usefulness,1
59621,5fc7aa4fd06520000955403f,011000v011100,0.25,0.5625,0.5625,0.5625,0.6875,low,Formality,Trustworthiness,1
59816,5fc7aa4fd06520000955403f,011000v011100,0.25,0.5625,0.5625,0.5625,0.6875,low,Formality,Transparency,0
60011,5fc7aa4fd06520000955403f,011000v011100,0.25,0.5625,0.5625,0.5625,0.6875,low,Formality,Usefulness,0
58841,5fc7aa4fd06520000955403f,011001v011101,0.25,0.5625,0.5625,0.5625,0.6875,low,Formality,Trustworthiness,1
59036,5fc7aa4fd06520000955403f,011001v011101,0.25,0.5625,0.5625,0.5625,0.6875,low,Formality,Transparency,0
59231,5fc7aa4fd06520000955403f,011001v011101,0.25,0.5625,0.5625,0.5625,0.6875,low,Formality,Usefulness,0
104081,5fc7aa4fd06520000955403f,110100v110110,0.25,0.5625,0.5625,0.5625,0.6875,high,Detail,Trustworthiness,1
104276,5fc7aa4fd06520000955403f,110100v110110,0.25,0.5625,0.5625,0.5625,0.6875,high,Detail,Transparency,1
104471,5fc7aa4fd06520000955403f,110100v110110,0.25,0.5625,0.5625,0.5625,0.6875,high,Detail,Usefulness,0
125141,5fc7aa4fd06520000955403f,111000v111001,0.25,0.5625,0.5625,0.5625,0.6875,high,Persuasiveness,Trustworthiness,1
125336,5fc7aa4fd06520000955403f,111000v111001,0.25,0.5625,0.5625,0.5625,0.6875,high,Persuasiveness,Transparency,1
125531,5fc7aa4fd06520000955403f,111000v111001,0.25,0.5625,0.5625,0.5625,0.6875,high,Persuasiveness,Usefulness,0
123581,5fc7aa4fd06520000955403f,111001v111011,0.25,0.5625,0.5625,0.5625,0.6875,high,Detail,Trustworthiness,1
123776,5fc7aa4fd06520000955403f,111001v111011,0.25,0.5625,0.5625,0.5625,0.6875,high,Detail,Transparency,1
123971,5fc7aa4fd06520000955403f,111001v111011,0.25,0.5625,0.5625,0.5625,0.6875,high,Detail,Usefulness,0
118901,5fc7aa4fd06520000955403f,111100v111110,0.25,0.5625,0.5625,0.5625,0.6875,high,Detail,Trustworthiness,1
119096,5fc7aa4fd06520000955403f,111100v111110,0.25,0.5625,0.5625,0.5625,0.6875,high,Detail,Transparency,0
119291,5fc7aa4fd06520000955403f,111100v111110,0.25,0.5625,0.5625,0.5625,0.6875,high,Detail,Usefulness,1
23003,5fdac6ef252afc58740d5560,001110v001111,0.8,0.375,0.625,0.6875,0.6875,low,Persuasiveness,Trustworthiness,0
23198,5fdac6ef252afc58740d5560,001110v001111,0.8,0.375,0.625,0.6875,0.6875,low,Persuasiveness,Transparency,0
23393,5fdac6ef252afc58740d5560,001110v001111,0.8,0.375,0.625,0.6875,0.6875,low,Persuasiveness,Usefulness,0
48743,5fdac6ef252afc58740d5560,010001v010011,0.8,0.375,0.625,0.6875,0.6875,low,Detail,Trustworthiness,1
48938,5fdac6ef252afc58740d5560,010001v010011,0.8,0.375,0.625,0.6875,0.6875,low,Detail,Transparency,1
49133,5fdac6ef252afc58740d5560,010001v010011,0.8,0.375,0.625,0.6875,0.6875,low,Detail,Usefulness,1
47183,5fdac6ef252afc58740d5560,010100v011100,0.8,0.375,0.625,0.6875,0.6875,low,Structure,Trustworthiness,1
47378,5fdac6ef252afc58740d5560,010100v011100,0.8,0.375,0.625,0.6875,0.6875,low,Structure,Transparency,0
47573,5fdac6ef252afc58740d5560,010100v011100,0.8,0.375,0.625,0.6875,0.6875,low,Structure,Usefulness,0
42503,5fdac6ef252afc58740d5560,010010v010110,0.8,0.375,0.625,0.6875,0.6875,low,Formality,Trustworthiness,1
42698,5fdac6ef252afc58740d5560,010010v010110,0.8,0.375,0.625,0.6875,0.6875,low,Formality,Transparency,1
42893,5fdac6ef252afc58740d5560,010010v010110,0.8,0.375,0.625,0.6875,0.6875,low,Formality,Usefulness,1
39383,5fdac6ef252afc58740d5560,010101v010111,0.8,0.375,0.625,0.6875,0.6875,low,Detail,Trustworthiness,1
39578,5fdac6ef252afc58740d5560,010101v010111,0.8,0.375,0.625,0.6875,0.6875,low,Detail,Transparency,1
39773,5fdac6ef252afc58740d5560,010101v010111,0.8,0.375,0.625,0.6875,0.6875,low,Detail,Usefulness,1
100223,5fdac6ef252afc58740d5560,101000v111000,0.8,0.375,0.625,0.6875,0.6875,high,Length,Trustworthiness,1
100418,5fdac6ef252afc58740d5560,101000v111000,0.8,0.375,0.625,0.6875,0.6875,high,Length,Transparency,1
100613,5fdac6ef252afc58740d5560,101000v111000,0.8,0.375,0.625,0.6875,0.6875,high,Length,Usefulness,1
99443,5fdac6ef252afc58740d5560,101001v111001,0.8,0.375,0.625,0.6875,0.6875,high,Length,Trustworthiness,1
99638,5fdac6ef252afc58740d5560,101001v111001,0.8,0.375,0.625,0.6875,0.6875,high,Length,Transparency,1
99833,5fdac6ef252afc58740d5560,101001v111001,0.8,0.375,0.625,0.6875,0.6875,high,Length,Usefulness,1
115823,5fdac6ef252afc58740d5560,110000v111000,0.8,0.375,0.625,0.6875,0.6875,high,Structure,Trustworthiness,1
116018,5fdac6ef252afc58740d5560,110000v111000,0.8,0.375,0.625,0.6875,0.6875,high,Structure,Transparency,1
116213,5fdac6ef252afc58740d5560,110000v111000,0.8,0.375,0.625,0.6875,0.6875,high,Structure,Usefulness,1
110363,5fdac6ef252afc58740d5560,110010v110011,0.8,0.375,0.625,0.6875,0.6875,high,Persuasiveness,Trustworthiness,1
110558,5fdac6ef252afc58740d5560,110010v110011,0.8,0.375,0.625,0.6875,0.6875,high,Persuasiveness,Transparency,1
110753,5fdac6ef252afc58740d5560,110010v110011,0.8,0.375,0.625,0.6875,0.6875,high,Persuasiveness,Usefulness,1
123623,5fdac6ef252afc58740d5560,111001v111011,0.8,0.375,0.625,0.6875,0.6875,high,Detail,Trustworthiness,1
123818,5fdac6ef252afc58740d5560,111001v111011,0.8,0.375,0.625,0.6875,0.6875,high,Detail,Transparency,1
124013,5fdac6ef252afc58740d5560,111001v111011,0.8,0.375,0.625,0.6875,0.6875,high,Detail,Usefulness,1
16612,5fe23f65878eaadb5e2c8ba1,000000v000010,0.55,0.3125,0.8125,0.75,0.75,low,Detail,Trustworthiness,1
16807,5fe23f65878eaadb5e2c8ba1,000000v000010,0.55,0.3125,0.8125,0.75,0.75,low,Detail,Transparency,1
17002,5fe23f65878eaadb5e2c8ba1,000000v000010,0.55,0.3125,0.8125,0.75,0.75,low,Detail,Usefulness,1
37672,5fe23f65878eaadb5e2c8ba1,001000v011000,0.55,0.3125,0.8125,0.75,0.75,low,Length,Trustworthiness,1
37867,5fe23f65878eaadb5e2c8ba1,001000v011000,0.55,0.3125,0.8125,0.75,0.75,low,Length,Transparency,1
38062,5fe23f65878eaadb5e2c8ba1,001000v011000,0.55,0.3125,0.8125,0.75,0.75,low,Length,Usefulness,1
47032,5fe23f65878eaadb5e2c8ba1,010100v011100,0.55,0.3125,0.8125,0.75,0.75,low,Structure,Trustworthiness,0
47227,5fe23f65878eaadb5e2c8ba1,010100v011100,0.55,0.3125,0.8125,0.75,0.75,low,Structure,Transparency,0
47422,5fe23f65878eaadb5e2c8ba1,010100v011100,0.55,0.3125,0.8125,0.75,0.75,low,Structure,Usefulness,0
61852,5fe23f65878eaadb5e2c8ba1,011000v011010,0.55,0.3125,0.8125,0.75,0.75,low,Detail,Trustworthiness,1
62047,5fe23f65878eaadb5e2c8ba1,011000v011010,0.55,0.3125,0.8125,0.75,0.75,low,Detail,Transparency,1
62242,5fe23f65878eaadb5e2c8ba1,011000v011010,0.55,0.3125,0.8125,0.75,0.75,low,Detail,Usefulness,1
56392,5fe23f65878eaadb5e2c8ba1,011100v011110,0.55,0.3125,0.8125,0.75,0.75,low,Detail,Trustworthiness,1
56587,5fe23f65878eaadb5e2c8ba1,011100v011110,0.55,0.3125,0.8125,0.75,0.75,low,Detail,Transparency,1
56782,5fe23f65878eaadb5e2c8ba1,011100v011110,0.55,0.3125,0.8125,0.75,0.75,low,Detail,Usefulness,1
79012,5fe23f65878eaadb5e2c8ba1,100000v100010,0.55,0.3125,0.8125,0.75,0.75,high,Detail,Trustworthiness,1
79207,5fe23f65878eaadb5e2c8ba1,100000v100010,0.55,0.3125,0.8125,0.75,0.75,high,Detail,Transparency,1
79402,5fe23f65878eaadb5e2c8ba1,100000v100010,0.55,0.3125,0.8125,0.75,0.75,high,Detail,Usefulness,1
96952,5fe23f65878eaadb5e2c8ba1,101000v101010,0.55,0.3125,0.8125,0.75,0.75,high,Detail,Trustworthiness,1
97147,5fe23f65878eaadb5e2c8ba1,101000v101010,0.55,0.3125,0.8125,0.75,0.75,high,Detail,Transparency,1
97342,5fe23f65878eaadb5e2c8ba1,101000v101010,0.55,0.3125,0.8125,0.75,0.75,high,Detail,Usefulness,1
95392,5fe23f65878eaadb5e2c8ba1,101001v101011,0.55,0.3125,0.8125,0.75,0.75,high,Detail,Trustworthiness,1
95587,5fe23f65878eaadb5e2c8ba1,101001v101011,0.55,0.3125,0.8125,0.75,0.75,high,Detail,Transparency,1
95782,5fe23f65878eaadb5e2c8ba1,101001v101011,0.55,0.3125,0.8125,0.75,0.75,high,Detail,Usefulness,1
87592,5fe23f65878eaadb5e2c8ba1,101111v111111,0.55,0.3125,0.8125,0.75,0.75,high,Length,Trustworthiness,1
87787,5fe23f65878eaadb5e2c8ba1,101111v111111,0.55,0.3125,0.8125,0.75,0.75,high,Length,Transparency,1
87982,5fe23f65878eaadb5e2c8ba1,101111v111111,0.55,0.3125,0.8125,0.75,0.75,high,Length,Usefulness,1
106312,5fe23f65878eaadb5e2c8ba1,110100v110101,0.55,0.3125,0.8125,0.75,0.75,high,Persuasiveness,Trustworthiness,0
106507,5fe23f65878eaadb5e2c8ba1,110100v110101,0.55,0.3125,0.8125,0.75,0.75,high,Persuasiveness,Transparency,1
106702,5fe23f65878eaadb5e2c8ba1,110100v110101,0.55,0.3125,0.8125,0.75,0.75,high,Persuasiveness,Usefulness,0
4886,6017ff67d472ae3ae159096c,000100v000110,0.45,0.3125,0.5,0.625,0.6875,low,Detail,Trustworthiness,1
5081,6017ff67d472ae3ae159096c,000100v000110,0.45,0.3125,0.5,0.625,0.6875,low,Detail,Transparency,0
5276,6017ff67d472ae3ae159096c,000100v000110,0.45,0.3125,0.5,0.625,0.6875,low,Detail,Usefulness,1
2546,6017ff67d472ae3ae159096c,000011v000111,0.45,0.3125,0.5,0.625,0.6875,low,Formality,Trustworthiness,1
2741,6017ff67d472ae3ae159096c,000011v000111,0.45,0.3125,0.5,0.625,0.6875,low,Formality,Transparency,0
2936,6017ff67d472ae3ae159096c,000011v000111,0.45,0.3125,0.5,0.625,0.6875,low,Formality,Usefulness,0
37646,6017ff67d472ae3ae159096c,001000v011000,0.45,0.3125,0.5,0.625,0.6875,low,Length,Trustworthiness,0
37841,6017ff67d472ae3ae159096c,001000v011000,0.45,0.3125,0.5,0.625,0.6875,low,Length,Transparency,1
